SYMBOL,P
ATP13A2,0.00037061
SDHB,0.0045035
PADI2,0.035372
PADI1,0.23607
PADI3,0.75543
PADI4,0.28194
PADI6,0.56257
RCC2,0.42144
ARHGEF10L,0.32712
ACTL8,0.8627
IGSF21,0.77984
KLHDC7A,0.40469
PAX7,0.50996
TAS1R2,0.047031
ALDH4A1,0.0046767
IFFO2,0.033425
UBR4,0.19313
EMC1,0.29388
MRTO4,0.62429
AKR7A3,0.32851
AKR7A2,0.61917
SLC66A1,0.044777
CAPZB,0.079159
MICOS10,0.27524
MICOS10-NBL1,0.19755
NBL1,0.081426
HTR6,0.21588
TMCO4,0.1806
RNF186,0.41884
OTUD3,0.33089
PLA2G2E,0.95393
PLA2G2A,0.92051
PLA2G5,0.40321
PLA2G2D,0.1516
PLA2G2F,0.37347
PLA2G2C,0.70009
UBXN10,0.38275
VWA5B1,0.57648
CAMK2N1,0.62234
MUL1,0.57807
FAM43B,0.52417
CDA,0.77038
PINK1,0.76016
DDOST,0.91682
KIF17,0.20569
SH2D5,0.17276
HP1BP3,0.048031
EIF4G3,0.044771
ECE1,0.11598
NBPF3,0.10176
ALPL,0.098863
RAP1GAP,0.020985
USP48,0.51096
LDLRAD2,0.98716
HSPG2,0.71037
CELA3B,0.10383
CELA3A,0.073365
CDC42,0.79802
WNT4,0.40797
ZBTB40,0.51746
EPHA8,0.080229
C1QA,0.33542
C1QC,0.31788
C1QB,0.57714
EPHB2,0.18045
LACTBL1,0.49814
TEX46,0.75931
KDM1A,0.45661
LUZP1,0.057433
HTR1D,0.21843
HNRNPR,0.76674
ZNF436,0.42268
TCEA3,0.3213
ASAP3,0.092363
E2F2,0.067455
ID3,0.16438
RPL11,0.4301
ELOA,0.34235
PITHD1,0.33847
LYPLA2,0.30505
GALE,0.034762
HMGCL,0.41232
FUCA1,0.22905
CNR2,0.47359
MYOM3,0.78875
IL22RA1,0.02238
IFNLR1,0.11043
GRHL3,0.73601
STPG1,0.82273
NIPAL3,0.47632
RCAN3,0.33177
NCMAP,0.24468
SRRM1,0.38319
CLIC4,0.38662
RUNX3,0.46177
SYF2,0.6529
RSRP1,0.77368
RHD,0.45772
TMEM50A,0.50974
RHCE,0.52282
MACO1,0.47447
LDLRAP1,0.26232
MAN1C1,0.6161
SELENON,0.25213
MTFR1L,0.18963
AUNIP,0.14237
PAQR7,0.094612
STMN1,0.53119
PAFAH2,0.65565
EXTL1,0.43429
SLC30A2,0.58923
TRIM63,0.74047
PDIK1L,0.31366
FAM110D,0.15805
ZNF593,0.12631
CNKSR1,0.3669
CATSPER4,0.35809
CEP85,0.29956
SH3BGRL3,0.016151
UBXN11,0.43295
CD52,0.30626
CRYBG2,0.12844
ZNF683,0.48634
LIN28A,0.31581
DHDDS,0.012252
HMGN2,0.20526
RPS6KA1,0.06585
LOC101928728,0.27817
ARID1A,0.311
PIGV,0.12857
ZDHHC18,0.060131
SFN,0.2644
GPN2,0.26775
GPATCH3,0.23144
NR0B2,0.065795
NUDC,0.42884
KDF1,0.39126
TRNP1,0.12033
TENT5B,0.016221
SLC9A1,0.11997
WDTC1,0.27784
TMEM222,0.38691
SYTL1,0.1955
MAP3K6,0.53931
FCN3,0.048948
CD164L2,0.21669
GPR3,0.96721
WASF2,0.16493
AHDC1,0.25018
FGR,0.35255
IFI6,0.44183
FAM76A,0.83951
STX12,0.37524
PPP1R8,0.13918
THEMIS2,0.28565
RPA2,0.57357
SMPDL3B,0.10444
XKR8,0.65188
EYA3,0.53403
PTAFR,0.37075
DNAJC8,0.81208
ATP5IF1,0.91265
SESN2,0.41586
MED18,0.1296
PHACTR4,0.17342
RCC1,0.41855
TRNAU1AP,0.32004
RAB42,0.91616
TAF12,0.88692
GMEB1,0.099064
YTHDF2,0.19519
OPRD1,0.63386
EPB41,0.99705
TMEM200B,0.95999
SRSF4,0.99171
MECR,0.98917
PTPRU,0.41447
MATN1,0.27525
LAPTM5,0.74332
SDC3,0.013738
PUM1,0.012814
NKAIN1,0.078814
SNRNP40,0.1351
ZCCHC17,0.11598
FABP3,0.22066
SERINC2,0.34221
TINAGL1,0.072393
HCRTR1,0.35165
PEF1,0.36145
COL16A1,0.3111
ADGRB2,0.71964
SPOCD1,0.27465
PTP4A2,0.16197
KHDRBS1,0.077788
TMEM39B,0.24186
KPNA6,0.20613
TXLNA,0.23727
CCDC28B,0.95497
IQCC,0.31117
DCDC2B,0.38445
TMEM234,0.28164
EIF3I,0.22792
FAM167B,0.65221
LCK,0.64316
HDAC1,0.22661
MARCKSL1,0.1847
TSSK3,0.93766
BSDC1,0.32657
ZBTB8B,0.91008
ZBTB8A,0.81957
ZBTB8OS,0.86964
RBBP4,0.90642
SYNC,0.77407
KIAA1522,0.63251
YARS1,0.58233
S100PBP,0.88126
FNDC5,0.98454
HPCA,0.58679
TMEM54,0.21718
RNF19B,0.371
AK2,0.4917
AZIN2,0.71654
TRIM62,0.45207
ZNF362,0.016782
A3GALT2,0.054789
PHC2,0.0084115
ZSCAN20,0.046436
CSMD2,0.82258
HMGB4,0.60446
C1orf94,0.60493
GJB5,0.35758
GJB4,0.6079
GJB3,0.73934
GJA4,0.87157
SMIM12,0.38539
DLGAP3,0.35166
TMEM35B,0.30519
ZMYM6,0.11125
ZMYM1,0.61824
SFPQ,0.9765
ZMYM4,0.84706
KIAA0319L,0.71235
NCDN,0.93584
TFAP2E,0.63942
PSMB2,0.75798
C1orf216,0.96905
CLSPN,0.84309
AGO4,0.71849
AGO1,0.46242
AGO3,0.31299
TEKT2,0.31418
ADPRS,0.40456
COL8A2,0.42725
TRAPPC3,0.2162
MAP7D1,0.19556
THRAP3,0.35852
SH3D21,0.055377
EVA1B,0.11226
STK40,0.051488
LSM10,0.028414
OSCP1,0.25537
MRPS15,0.08107
CSF3R,0.19463
GRIK3,0.2551
ZC3H12A,0.42635
MEAF6,0.93968
SNIP1,0.73361
DNALI1,0.82487
GNL2,0.83052
RSPO1,0.79279
C1orf109,0.56624
CDCA8,0.41842
EPHA10,0.56689
MANEAL,0.67649
YRDC,0.046544
MTF1,0.1605
INPP5B,0.04455
SF3A3,0.10512
FHL3,0.3413
UTP11,0.053041
POU3F1,0.8927
RRAGC,0.10731
MYCBP,0.065476
GJA9,0.043582
RHBDL2,0.080493
AKIRIN1,0.51455
NDUFS5,0.64281
MACF1,0.71573
KIAA0754,0.3532
BMP8A,0.38358
PABPC4,0.78161
HEYL,0.5185
NT5C1A,0.14444
HPCAL4,0.073621
PPIE,0.17257
BMP8B,0.47381
LOC101929536,0.65997
TRIT1,0.68815
MYCL,0.31926
MFSD2A,0.41721
CAP1,0.039534
PPT1,0.017088
RLF,0.13292
TMCO2,0.31092
ZMPSTE24,0.28525
COL9A2,0.98186
SMAP2,0.36126
ZFP69B,0.1131
ZFP69,0.36819
EXO5,0.03977
ZNF684,0.10597
RIMS3,0.041965
NFYC,0.023521
KCNQ4,0.043006
CITED4,0.088862
CTPS1,0.67785
SLFNL1,0.78698
SCMH1,0.62431
FOXO6,0.9165
EDN2,0.69245
HIVEP3,0.5236
GUCA2B,0.020697
GUCA2A,0.59062
FOXJ3,0.6973
RIMKLA,0.79788
ZMYND12,0.42423
PPCS,0.49449
CCDC30,0.13973
PPIH,0.049473
YBX1,0.086373
CLDN19,0.4212
P3H1,0.44736
C1orf50,0.14517
TMEM269,0.88619
SVBP,0.3616
ERMAP,0.33164
ZNF691,0.45232
SLC2A1,0.0084322
FAM183A,0.67686
EBNA1BP2,0.88052
CFAP57,0.90596
TMEM125,0.29114
C1orf210,0.41959
TIE1,0.0035054
MPL,0.053103
CDC20,0.096289
ELOVL1,0.14433
MED8,0.0037009
SZT2,0.032565
HYI,0.35502
PTPRF,0.022941
KDM4A,0.34699
ST3GAL3,0.45106
ARTN,0.19401
IPO13,0.14427
DPH2,0.51
ATP6V0B,0.30499
B4GALT2,0.12404
CCDC24,0.25147
SLC6A9,0.23819
KLF17,0.21287
DMAP1,0.0035756
ERI3,0.002329
RNF220,0.64532
TMEM53,0.81592
ARMH1,0.27763
KIF2C,0.12413
RPS8,0.31036
BEST4,0.042387
PLK3,0.27074
TCTEX1D4,0.51202
BTBD19,0.2848
PTCH2,0.3873
EIF2B3,0.502
HECTD3,0.58543
UROD,0.88437
ZSWIM5,0.84147
HPDL,0.65521
MUTYH,0.2957
TOE1,0.38668
TESK2,0.83895
MMACHC,0.418
PRDX1,0.21252
AKR1A1,0.20743
NASP,0.85615
CCDC17,0.67111
GPBP1L1,0.6582
TMEM69,0.71414
IPP,0.69947
MAST2,0.49691
PIK3R3,0.45363
TSPAN1,0.87185
POMGNT1,0.80576
LURAP1,0.97084
RAD54L,0.98132
LRRC41,0.89634
UQCRH,0.98617
NSUN4,0.31675
FAAH,0.83528
DMBX1,0.41689
KNCN,0.87886
MKNK1,0.54227
MOB3C,0.62802
ATPAF1,0.12945
TEX38,0.12799
EFCAB14,0.28106
CYP4B1,0.48245
CYP4A11,0.46387
CYP4X1,0.841
CYP4Z1,0.91335
CYP4A22,0.97871
PDZK1IP1,0.64538
TAL1,0.35503
STIL,0.27938
CMPK1,0.22743
FOXE3,0.81114
FOXD2,0.40815
TRABD2B,0.42284
SLC5A9,0.45995
SPATA6,0.30532
AGBL4,0.7403
BEND5,0.99479
ELAVL4,0.58482
DMRTA2,0.28113
FAF1,0.5165
CDKN2C,0.31006
C1orf185,0.47575
RNF11,0.7308
TTC39A,0.50757
EPS15,0.31124
OSBPL9,0.66204
NRDC,0.023901
RAB3B,0.081399
TXNDC12,0.19915
KTI12,0.53452
BTF3L4,0.11792
ZFYVE9,0.033375
CC2D1B,0.023421
ORC1,0.088738
PRPF38A,0.14441
TUT4,0.16415
GPX7,0.47573
SHISAL2A,0.19054
COA7,0.2343
ZYG11B,0.30721
ZYG11A,0.19391
ECHDC2,0.088216
SCP2,0.46683
PODN,0.67816
SLC1A7,0.6852
CPT2,0.43166
CZIB,0.60203
MAGOH,0.90323
LRP8,0.92221
DMRTB1,0.87695
GLIS1,0.87995
NDC1,0.15126
YIPF1,0.86248
DIO1,0.92366
HSPB11,0.68838
LRRC42,0.53733
LDLRAD1,0.53789
TMEM59,0.57577
TCEANC2,0.46019
CDCP2,0.38407
CYB5RL,0.85669
MRPL37,0.28797
SSBP3,0.59774
ACOT11,0.8028
FAM151A,0.63021
MROH7,0.58927
TTC4,0.11934
PARS2,0.13882
TTC22,0.69654
LEXM,0.43546
DHCR24,0.074729
TMEM61,0.23479
BSND,0.34255
PCSK9,0.47237
USP24,0.16979
PLPP3,0.63716
PRKAA2,0.42932
FYB2,0.76187
C8A,0.29402
C8B,0.76696
DAB1,0.0033957
OMA1,0.19905
TACSTD2,0.12626
MYSM1,0.62508
JUN,0.99473
FGGY,0.18515
HOOK1,0.71679
CYP2J2,0.68156
C1orf87,0.66039
NFIA,0.29687
TM2D1,0.34961
PATJ,0.93611
L1TD1,0.48784
KANK4,0.44366
USP1,0.66194
DOCK7,0.71088
ANGPTL3,0.87536
ATG4C,0.084378
FOXD3,0.39421
ALG6,0.73624
ITGB3BP,0.6549
EFCAB7,0.72776
PGM1,0.57875
ROR1,0.52896
UBE2U,0.8212
CACHD1,0.59084
RAVER2,0.57299
JAK1,0.78673
AK4,0.051722
DNAJC6,0.71147
LEPROT,0.26101
LEPR,0.25423
PDE4B,0.39201
SGIP1,0.017783
TCTEX1D1,0.57853
INSL5,0.020771
DNAI4,0.57467
MIER1,0.44472
SLC35D1,0.21795
C1orf141,0.20388
IL23R,0.013083
IL12RB2,0.0071744
SERBP1,0.01769
GADD45A,0.12874
GNG12,0.46219
DIRAS3,0.50232
WLS,0.76853
RPE65,0.19947
DEPDC1,0.65508
LRRC7,0.20958
LRRC40,0.45833
SRSF11,0.23744
ANKRD13C,0.23294
HHLA3,0.62697
CTH,0.64809
PTGER3,0.016968
ZRANB2,0.1063
NEGR1,0.1113
LRRIQ3,0.76427
FPGT,0.9865
FPGT-TNNI3K,0.20648
TNNI3K,0.16478
ERICH3,0.023914
CRYZ,0.6332
TYW3,0.76734
LHX8,0.30478
SLC44A5,0.5227
ACADM,0.54323
RABGGTB,0.88987
MSH4,0.66086
ASB17,0.48346
ST6GALNAC3,0.29133
ST6GALNAC5,0.3545
PIGK,0.33227
AK5,0.81344
ZZZ3,0.50592
USP33,0.53416
MIGA1,0.19493
NEXN,0.10354
FUBP1,0.064554
DNAJB4,0.036922
GIPC2,0.32153
PTGFR,0.78071
IFI44L,0.77957
IFI44,0.67464
ADGRL4,0.43172
ADGRL2,0.80841
TTLL7,0.93256
PRKACB,0.65519
SAMD13,0.18846
DNASE2B,0.54503
RPF1,0.64269
GNG5,0.56637
SPATA1,0.75883
CTBS,0.61863
SSX2IP,0.68698
LPAR3,0.42618
MCOLN2,0.65573
MCOLN3,0.42017
DNAI3,0.98393
SYDE2,0.14493
C1orf52,0.28909
BCL10,0.092064
DDAH1,0.32383
CCN1,0.22232
ZNHIT6,0.49227
COL24A1,0.092466
ODF2L,0.006642
CLCA2,0.031106
CLCA1,0.36339
CLCA4,0.201
SH3GLB1,0.68957
SELENOF,0.55081
HS2ST1,0.51331
LINC02801,0.24151
LMO4,0.56589
PKN2,0.6546
GTF2B,0.64723
KYAT3,0.70976
RBMXL1,0.34108
GBP3,0.20035
GBP1,0.68119
GBP2,0.27019
GBP7,0.44332
GBP4,0.4912
GBP5,0.53394
GBP6,0.12231
LRRC8B,0.75042
LRRC8C,0.041885
LRRC8D,0.3442
ZNF326,0.74385
BARHL2,0.092859
ZNF644,0.17998
HFM1,0.95626
CDC7,0.44616
TGFBR3,0.17598
BRDT,0.51251
EPHX4,0.10361
SETSIP,0.95526
BTBD8,0.19731
NA,0.25202
C1orf146,0.063647
GLMN,0.065254
RPAP2,0.035864
GFI1,0.077742
EVI5,0.086496
RPL5,0.49211
DIPK1A,0.27639
MTF2,0.47149
TMED5,0.24023
CCDC18,0.40501
DR1,0.22964
FNBP1L,0.24766
BCAR3,0.0084166
DNTTIP2,0.054522
GCLM,0.12957
ABCA4,0.27084
ARHGAP29,0.28033
ABCD3,0.4425
F3,0.44949
SLC44A3,0.17639
CNN3,0.062535
ALG14,0.062571
TLCD4,0.057961
TLCD4-RWDD3,0.077293
RWDD3,0.15636
PTBP2,1.6275E-06
DPYD,0.68158
SNX7,0.87605
PLPPR5,0.37266
PLPPR4,0.84607
PALMD,0.01623
FRRS1,0.065808
AGL,0.83785
SLC35A3,0.57704
MFSD14A,0.63424
SASS6,0.68057
TRMT13,0.66759
LRRC39,0.66015
DBT,0.36976
RTCA,0.32879
CDC14A,0.79986
GPR88,0.38677
VCAM1,0.72547
EXTL2,0.11647
SLC30A7,0.19806
DPH5,0.37261
S1PR1,0.09834
OLFM3,0.69595
COL11A1,0.13062
RNPC3,0.35712
AMY2B,0.64894
AMY2A,0.6794
PRMT6,0.50426
NTNG1,0.030215
VAV3,0.3804
SLC25A24,0.30814
NBPF4,0.41405
NBPF6,0.087484
FAM102B,0.47322
HENMT1,0.76653
PRPF38B,0.9771
FNDC7,0.21177
STXBP3,0.2975
AKNAD1,0.31991
GPSM2,0.24813
CLCC1,0.27244
WDR47,0.45206
TAF13,0.57251
TMEM167B,0.26221
C1orf194,0.19805
ELAPOR1,0.19414
SARS1,0.30263
CELSR2,0.23104
PSRC1,0.51418
MYBPHL,0.94001
SORT1,0.98725
PSMA5,0.99917
SYPL2,0.96465
ATXN7L2,0.72171
CYB561D1,0.96815
AMIGO1,0.7611
GPR61,0.72051
GNAI3,0.86611
GNAT2,0.81204
AMPD2,0.4986
GSTM4,0.69213
GSTM2,0.67948
GSTM1,0.7276
GSTM5,0.8357
GSTM3,0.81527
EPS8L3,0.42465
CSF1,0.78566
AHCYL1,0.8605
STRIP1,0.97789
ALX3,0.95077
UBL4B,0.81978
SLC6A17,0.22894
KCNC4,0.86435
RBM15,0.34708
SLC16A4,0.59035
LAMTOR5,0.71264
PROK1,0.041578
KCNA10,0.76971
KCNA2,0.47716
KCNA3,0.12976
CD53,0.66815
LRIF1,0.82766
DRAM2,0.84786
CEPT1,0.97083
DENND2D,0.85533
CHI3L2,0.5697
CHIA,0.38743
PIFO,0.33597
OVGP1,0.15376
WDR77,0.31104
ATP5PB,0.19636
C1orf162,0.10442
ADORA3,0.24256
RAP1A,0.63278
INKA2,0.50155
DDX20,0.25351
KCND3,0.66214
LINC01750,0.22467
CTTNBP2NL,0.8356
WNT2B,0.26936
ST7L,0.17619
CAPZA1,0.28383
MOV10,0.17795
RHOC,0.18378
PPM1J,0.5708
TAFA3,0.97761
SLC16A1,0.079281
LRIG2,0.077072
MAGI3,0.17766
PHTF1,0.29567
RSBN1,0.9564
PTPN22,0.97742
BCL2L15,0.94327
AP4B1,0.97566
DCLRE1B,0.91727
HIPK1,0.80279
OLFML3,0.79468
SYT6,0.18096
TRIM33,0.58169
BCAS2,0.96285
DENND2C,0.84266
AMPD1,0.96629
NRAS,0.51973
CSDE1,0.68408
SIKE1,0.80748
SYCP1,0.71643
TSHB,0.69504
TSPAN2,0.9336
NGF,0.52666
VANGL1,0.6326
CASQ2,0.54907
NHLH2,0.45139
SLC22A15,0.25687
MAB21L3,0.015182
ATP1A1,0.04902
CD58,0.48418
IGSF3,0.4712
LINC02868,0.23801
CD2,0.57446
PTGFRN,0.94133
CD101,0.82545
TTF2,0.23552
TRIM45,0.16164
VTCN1,0.026471
MAN1A2,0.48195
TENT5C,0.35753
GDAP2,0.2973
WDR3,0.26365
SPAG17,0.14212
TBX15,0.72506
WARS2,0.53492
HAO2,0.084055
HSD3B2,0.0048098
HSD3B1,0.013844
ZNF697,0.049747
PHGDH,0.2617
HMGCS2,0.518
REG4,0.71652
NBPF7,0.925
ADAM30,0.54146
NOTCH2,0.56439
HJV,0.2206
TXNIP,0.035977
POLR3GL,0.034784
ANKRD34A,0.054
LIX1L,0.091041
RBM8A,0.33617
PEX11B,0.2636
ITGA10,0.48256
ANKRD35,0.17646
PIAS3,0.54844
NUDT17,0.15447
POLR3C,0.036998
RNF115,0.038763
CD160,0.067402
PDZK1,0.60524
PRKAB2,0.23902
FMO5,0.42612
CHD1L,0.051021
BCL9,0.79125
ACP6,0.45503
GJA5,0.23573
GJA8,0.84618
GPR89B,0.47618
H2BC18,0.56737
H2BC21,0.36495
BOLA1,0.3496
SV2A,0.37326
SF3B4,0.50298
MTMR11,0.53132
OTUD7B,0.25397
VPS45,0.063061
PLEKHO1,0.14711
ANP32E,0.010929
CA14,0.16354
APH1A,0.73197
C1orf54,0.22232
CIART,0.072543
MRPS21,0.061084
PRPF3,0.11273
RPRD2,0.067418
TARS2,0.028055
ECM1,0.020675
ADAMTSL4,0.20914
MCL1,0.43319
ENSA,0.038172
GOLPH3L,0.54357
HORMAD1,0.50545
CTSS,0.30361
CTSK,0.33299
ARNT,0.25374
SETDB1,0.35493
CERS2,0.19247
ANXA9,0.091336
MINDY1,0.4976
PRUNE1,0.42561
BNIPL,0.32071
C1orf56,0.8408
CDC42SE1,0.46152
MLLT11,0.27296
GABPB2,0.2726
SEMA6C,0.55591
TNFAIP8L2,0.25928
TNFAIP8L2-SCNM1,0.48175
LYSMD1,0.51192
SCNM1,0.60708
TMOD4,0.38433
VPS72,0.59776
PIP5K1A,0.45381
PSMD4,0.30343
ZNF687,0.77875
PI4KB,0.78703
RFX5,0.76967
SELENBP1,0.4206
PSMB4,0.7304
POGZ,0.47614
CGN,0.97166
TUFT1,0.64473
SNX27,0.4056
CELF3,0.22647
RIIAD1,0.013588
MRPL9,0.50763
OAZ3,0.39309
TDRKH,0.42552
LINGO4,0.2658
RORC,0.31038
C2CD4D,0.99489
THEM5,0.26322
THEM4,0.29647
S100A10,0.76851
S100A11,0.5982
TCHHL1,0.3438
TCHH,0.68764
RPTN,0.3788
HRNR,0.21596
FLG,0.12852
FLG2,0.37646
CRNN,0.10676
LCE5A,0.033815
CRCT1,0.081427
LCE3E,0.1405
LCE3D,0.48784
LCE3A,0.7792
LCE2D,0.6652
LCE2C,0.46168
LCE2B,0.2984
LCE2A,0.15072
LCE4A,0.031595
C1orf68,0.17193
KPRP,0.077233
LCE1F,0.11365
LCE1E,0.57043
LCE1D,0.023448
LCE1C,0.044048
LCE1B,0.56664
LCE1A,0.6651
LCE6A,0.94576
SMCP,0.44276
IVL,0.67614
SPRR4,0.32386
SPRR1A,0.57221
SPRR3,0.32742
SPRR1B,0.47602
SPRR2D,0.61719
SPRR2A,0.29349
SPRR2B,0.23414
SPRR2E,0.21589
SPRR2F,0.76208
SPRR2G,0.39243
LELP1,0.67012
PRR9,0.086732
LORICRIN,0.1559
PGLYRP3,0.88714
PGLYRP4,0.64904
S100A9,0.36871
S100A12,0.01598
S100A8,0.20952
S100A7A,0.76978
S100A7L2,0.60077
S100A7,0.42835
S100A6,0.098793
S100A5,0.05913
S100A4,0.14228
S100A3,0.12049
S100A2,0.11967
S100A16,0.58181
S100A14,0.3113
S100A13,0.1939
S100A1,0.20635
CHTOP,0.38265
SNAPIN,0.052293
ILF2,0.051487
NPR1,0.019305
INTS3,0.39113
SLC27A3,0.28735
GATAD2B,0.042859
DENND4B,0.043635
CRTC2,0.2665
SLC39A1,0.039496
CREB3L4,0.11908
JTB,0.25079
RAB13,0.30764
RPS27,0.9721
NUP210L,0.35823
TPM3,0.21786
C1orf189,0.2707
C1orf43,0.33856
UBAP2L,0.33275
HAX1,0.74008
AQP10,0.005614
ATP8B2,0.010678
IL6R,0.21772
SHE,0.0046096
TDRD10,0.019462
UBE2Q1,0.012937
CHRNB2,0.062635
ADAR,0.13312
KCNN3,0.43241
PMVK,0.34525
PBXIP1,0.30243
PYGO2,0.26136
LOC101928120,0.65254
SHC1,0.91874
CKS1B,0.79183
FLAD1,0.79438
ZBTB7B,0.40295
DCST2,0.37617
DCST1,0.24602
ADAM15,0.069214
EFNA4,0.1383
EFNA3,0.11425
EFNA1,0.037788
SLC50A1,0.48363
KRTCAP2,0.0091982
TRIM46,0.025648
MUC1,0.15297
THBS3,0.037706
MTX1,0.0086648
GBA,0.0061246
FAM189B,0.0093633
SCAMP3,0.0062666
CLK2,0.0073691
HCN3,0.010991
PKLR,0.009374
FDPS,0.023635
RUSC1-AS1,0.83535
RUSC1,0.83691
ASH1L,0.021312
MSTO1,0.68124
YY1AP1,0.099546
DAP3,0.16503
GON4L,0.17827
SYT11,0.57454
RIT1,0.87424
KHDC4,0.76516
RXFP4,0.392
ARHGEF2,0.89305
SSR2,0.2555
UBQLN4,0.096115
LAMTOR2,0.85029
RAB25,0.60141
MEX3A,0.76989
LMNA,0.7908
SEMA4A,0.40095
SLC25A44,0.21138
PMF1,0.29571
PMF1-BGLAP,0.30614
BGLAP,0.22917
PAQR6,0.57366
SMG5,0.90719
TMEM79,0.98766
GLMP,0.64491
VHLL,0.99738
CCT3,0.80426
TSACC,0.98186
RHBG,0.96766
MIR9-1HG,0.31474
MEF2D,0.29228
IQGAP3,0.59449
TTC24,0.3216
NAXE,0.13821
GPATCH4,0.17649
HAPLN2,0.42635
BCAN,0.22994
NES,0.04795
CRABP2,0.85621
ISG20L2,0.46947
RRNAD1,0.17173
MRPL24,0.036561
HDGF,0.066457
PRCC,0.11167
SH2D2A,0.043236
NTRK1,0.042044
INSRR,0.36344
PEAR1,0.72952
LRRC71,0.47381
ARHGEF11,0.38804
ETV3L,0.56766
ETV3,0.48145
FCRL5,0.59218
FCRL4,0.98236
FCRL3,0.64313
FCRL2,0.7052
FCRL1,0.30707
CD5L,0.43298
KIRREL1,0.20972
CD1D,0.073332
CD1A,0.098316
CD1C,0.55418
CD1B,0.061994
CD1E,0.10668
OR10T2,0.41578
OR10K2,0.61436
OR10K1,0.50386
OR10R2,0.73915
OR6Y1,0.29719
OR6P1,0.87496
OR10X1,0.83261
OR10Z1,0.61063
